obo	[0, 0, 1.0]
oppos	[0, 0, 1.0]
appar	[0.6666666666666666, 0.3333333333333333, 0]
affili	[0, 1.0, 0]
warranti	[0, 1.0, 0]
vpic	[0, 1.0, 0]
beater	[0, 0, 1.0]
utk	[0, 0, 1.0]
space	[0, 0.6666666666666666, 0.3333333333333333]
sequenc	[0, 1.0, 0]
mix	[0, 1.0, 0]
weren	[1.0, 0, 0]
occur	[1.0, 0, 0]
account	[0.8, 0, 0.2]
subset	[0, 1.0, 0]
statist	[0.75, 0, 0.25]
analysi	[0, 0.6666666666666666, 0.3333333333333333]
ga	[0, 0, 1.0]
copi	[0.3, 0.4, 0.3]
icon	[0, 1.0, 0]
berkelei	[0.25, 0, 0.75]
gain	[1.0, 0, 0]
decre	[1.0, 0, 0]
shanna	[0, 0, 1.0]
egan	[0, 1.0, 0]
ill	[1.0, 0, 0]
wuarchiv	[0, 1.0, 0]
caught	[1.0, 0, 0]
establish	[0.3333333333333333, 0.6666666666666666, 0]
blacklist	[1.0, 0, 0]
philosoph	[1.0, 0, 0]
etern	[0.6666666666666666, 0, 0.3333333333333333]
psycholg	[1.0, 0, 0]
weather	[0, 0, 1.0]
capac	[0, 0, 1.0]
april	[0.125, 0.375, 0.5]
checker	[0, 0, 1.0]
smooth	[0, 0.5, 0.5]
fals	[1.0, 0, 0]
dicta	[0, 1.0, 0]
quot	[0.6, 0.4, 0]
wrap	[0, 0.5, 0.5]
feed	[0, 1.0, 0]
determin	[0.36363636363636365, 0.5454545454545454, 0.09090909090909091]
hang	[0.5, 0.5, 0]
organ	[0.42857142857142855, 0.42857142857142855, 0.14285714285714285]
fulli	[0.2, 0.2, 0.6]
rebel	[1.0, 0, 0]
alexand	[0, 0, 1.0]
boulder	[0, 0, 1.0]
intent	[1.0, 0, 0]
hold	[0.5, 0.5, 0]
descript	[0.6666666666666666, 0.3333333333333333, 0]
slant	[1.0, 0, 0]
volum	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
companion	[0.5, 0, 0.5]
relev	[1.0, 0, 0]
di	[1.0, 0, 0]
nitti	[0, 0, 1.0]
microsystem	[0, 1.0, 0]
largest	[0.3333333333333333, 0, 0.6666666666666666]
comfort	[1.0, 0, 0]
interpret	[0.75, 0, 0.25]
approv	[1.0, 0, 0]
devic	[1.0, 0, 0]
elit	[0, 0, 1.0]
fuel	[0, 0, 1.0]
gandi	[0, 0, 1.0]
australian	[0, 1.0, 0]
christian	[1.0, 0, 0]
corner	[0.5, 0, 0.5]
dt	[0, 1.0, 0]
blew	[1.0, 0, 0]
administr	[0, 0, 1.0]
distinguish	[0.6666666666666666, 0.3333333333333333, 0]
transper	[0, 0, 1.0]
host	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
archimed	[0, 1.0, 0]
lamb	[1.0, 0, 0]
horrorsoft	[0, 0, 1.0]
barszczewski	[0, 0, 1.0]
qlobb	[0, 1.0, 0]
strategi	[0, 0, 1.0]
mccarthyit	[1.0, 0, 0]
divin	[0.5, 0.5, 0]
genuin	[1.0, 0, 0]
requiem	[1.0, 0, 0]
guilti	[1.0, 0, 0]
rue	[0, 1.0, 0]
atheist	[1.0, 0, 0]
dramat	[0, 1.0, 0]
hemant	[0, 0, 1.0]
dracula	[0, 0, 1.0]
induct	[1.0, 0, 0]
acknowledg	[0, 1.0, 0]
bilevel	[0, 1.0, 0]
booth	[0, 1.0, 0]
purdu	[0, 0, 1.0]
babcock	[1.0, 0, 0]
octob	[0, 1.0, 0]
midwai	[0, 1.0, 0]
graveyard	[0, 0, 1.0]
medium	[0, 1.0, 0]
readabl	[0, 1.0, 0]
burden	[1.0, 0, 0]
earlier	[0.5, 0.5, 0]
andreasa	[0, 1.0, 0]
hollywood	[1.0, 0, 0]
reject	[0.75, 0, 0.25]
period	[0.6666666666666666, 0, 0.3333333333333333]
thorson	[0, 0, 1.0]
professor	[1.0, 0, 0]
darn	[0, 1.0, 0]
notion	[1.0, 0, 0]
cylind	[0, 0, 1.0]
ci	[0, 1.0, 0]
natur	[0.6666666666666666, 0.3333333333333333, 0]
outfield	[0, 0, 1.0]
reli	[0.75, 0.25, 0]
autogaph	[0, 0, 1.0]
imprison	[1.0, 0, 0]
jehovah	[1.0, 0, 0]
wear	[1.0, 0, 0]
air	[1.0, 0, 0]
unsupport	[0.5, 0.5, 0]
temporarili	[1.0, 0, 0]
konfessionslosesn	[1.0, 0, 0]
hundr	[0.3333333333333333, 0.6666666666666666, 0]
processor	[0.125, 0.5, 0.375]
power	[0.18181818181818182, 0.09090909090909091, 0.7272727272727273]
memet	[1.0, 0, 0]
adher	[0.5, 0.5, 0]
hoopla	[0, 1.0, 0]
fade	[0, 0, 1.0]
harri	[0, 0, 1.0]
entir	[0.5, 0, 0.5]
duran	[0, 0, 1.0]
johnson	[0.5, 0, 0.5]
kill	[0.8888888888888888, 0, 0.1111111111111111]
alleg	[0, 1.0, 0]
shade	[1.0, 0, 0]
multipl	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
lan	[0, 0, 1.0]
desir	[0.6666666666666666, 0.3333333333333333, 0]
accept	[0.6, 0.2, 0.2]
qualiti	[0, 0.3333333333333333, 0.6666666666666666]
collect	[0.2, 0.4, 0.4]
synonym	[0, 0, 1.0]
character	[1.0, 0, 0]
pictur	[0, 1.0, 0]
hoch	[0, 1.0, 0]
gif	[0, 1.0, 0]
heater	[0, 0, 1.0]
neideck	[0, 1.0, 0]
penalti	[1.0, 0, 0]
prefer	[0.2, 0.6, 0.2]
commerci	[0, 0.6, 0.4]
prayer	[1.0, 0, 0]
rack	[0, 0, 1.0]
luke	[1.0, 0, 0]
alien	[0.25, 0, 0.75]
dir	[0, 1.0, 0]
gaul	[0, 1.0, 0]
elder	[1.0, 0, 0]
byrn	[0, 0, 1.0]
occas	[0, 0, 1.0]
acorn	[0, 1.0, 0]
overlook	[0, 1.0, 0]
bear	[1.0, 0, 0]
wordstar	[0, 0, 1.0]
lpi	[0, 0, 1.0]
recognit	[0, 1.0, 0]
matrix	[0, 1.0, 0]
upto	[0, 0, 1.0]
manifold	[0, 0, 1.0]
inkjet	[0, 0, 1.0]
plug	[0.25, 0.5, 0.25]
chill	[1.0, 0, 0]
recipi	[0, 1.0, 0]
furi	[0, 0, 1.0]
mill	[1.0, 0, 0]
pedal	[0, 0, 1.0]
unravel	[0, 0, 1.0]
left	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
droemer	[1.0, 0, 0]
appsoft	[0, 1.0, 0]
ncoa	[0, 0, 1.0]
ibdk	[1.0, 0, 0]
length	[1.0, 0, 0]
posit	[0.8333333333333334, 0.16666666666666666, 0]
hamilton	[0, 1.0, 0]
boyko	[0, 0, 1.0]
wixer	[0, 1.0, 0]
mous	[0, 0.2, 0.8]
troi	[0, 1.0, 0]
unizh	[0, 1.0, 0]
proselyt	[1.0, 0, 0]
zoom	[0, 1.0, 0]
rbarri	[0, 1.0, 0]
benefit	[0.6, 0.4, 0]
hopeless	[1.0, 0, 0]
pull	[1.0, 0, 0]
chose	[1.0, 0, 0]
honest	[0, 0, 1.0]
cluebook	[0, 0, 1.0]
camp	[0, 0, 1.0]
bloc	[1.0, 0, 0]
medin	[0, 0, 1.0]
children	[1.0, 0, 0]
monu	[1.0, 0, 0]
path	[0, 0.6666666666666666, 0.3333333333333333]
pangborn	[1.0, 0, 0]
everydai	[1.0, 0, 0]
concentr	[0.3333333333333333, 0.6666666666666666, 0]
clau	[1.0, 0, 0]
wand	[1.0, 0, 0]
ibka	[1.0, 0, 0]
secondli	[1.0, 0, 0]
islington	[1.0, 0, 0]
lower	[0, 0.3333333333333333, 0.6666666666666666]
freeman	[0, 0, 1.0]
tendenc	[1.0, 0, 0]
countri	[1.0, 0, 0]
read	[0.35714285714285715, 0.5, 0.14285714285714285]
ncsu	[0, 1.0, 0]
lewi	[0, 0, 1.0]
pov	[0, 1.0, 0]
possibl	[0.7142857142857143, 0.2857142857142857, 0]
england	[0.5, 0.25, 0.25]
straightforward	[0, 1.0, 0]
foundat	[1.0, 0, 0]
possibilti	[1.0, 0, 0]
speechwrit	[0, 0, 1.0]
dodg	[0, 0, 1.0]
pmview	[0, 1.0, 0]
offens	[1.0, 0, 0]
strom	[1.0, 0, 0]
panel	[0, 0, 1.0]
meant	[1.0, 0, 0]
forbid	[1.0, 0, 0]
cartoon	[0.5, 0.5, 0]
render	[0, 1.0, 0]
implic	[1.0, 0, 0]
li	[0, 1.0, 0]
byk	[0, 0, 1.0]
disagre	[1.0, 0, 0]
remot	[0.2, 0.2, 0.6]
holi	[0.6666666666666666, 0.3333333333333333, 0]
aug	[0, 0, 1.0]
call	[0.25, 0.1875, 0.5625]
intens	[0, 1.0, 0]
univ	[0, 0, 1.0]
certainti	[1.0, 0, 0]
peac	[0, 1.0, 0]
februari	[1.0, 0, 0]
frequenc	[0, 1.0, 0]
ryan	[1.0, 0, 0]
ethic	[1.0, 0, 0]
sincer	[1.0, 0, 0]
equival	[0.5, 0, 0.5]
compat	[0, 0.5, 0.5]
critic	[0.6666666666666666, 0, 0.3333333333333333]
manti	[1.0, 0, 0]
bypass	[0, 1.0, 0]
frank	[0, 0, 1.0]
ricardo	[0, 1.0, 0]
limit	[0.25, 0.5, 0.25]
flat	[0.3333333333333333, 0.6666666666666666, 0]
kingdom	[1.0, 0, 0]
simonson	[0, 0, 1.0]
style	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
art	[0, 0.5, 0.5]
ahead	[0, 1.0, 0]
trick	[0, 0, 1.0]
unh	[1.0, 0, 0]
howard	[0, 0, 1.0]
pub	[0, 1.0, 0]
pod	[0, 0, 1.0]
aim	[0, 1.0, 0]
input	[0.25, 0.5, 0.25]
internet	[0, 0.5, 0.5]
ungodli	[1.0, 0, 0]
djpeg	[0, 1.0, 0]
oxid	[0, 0, 1.0]
dress	[1.0, 0, 0]
race	[0, 0, 1.0]
pham	[0, 0, 1.0]
shortcom	[1.0, 0, 0]
learn	[0.3333333333333333, 0.5, 0.16666666666666666]
tree	[0, 0, 1.0]
grabber	[0, 1.0, 0]
jfif	[0, 1.0, 0]
west	[0, 0.5, 0.5]
park	[0, 0, 1.0]
cruis	[0, 0.5, 0.5]
sail	[0, 0.5, 0.5]
leader	[1.0, 0, 0]
youn	[0, 1.0, 0]
upbring	[1.0, 0, 0]
late	[1.0, 0, 0]
weaker	[0, 1.0, 0]
pmjpeg	[0, 1.0, 0]
ohm	[0, 0, 1.0]
anselm	[1.0, 0, 0]
beauchain	[1.0, 0, 0]
ski	[0, 0, 1.0]
subscrib	[0, 0, 1.0]
delight	[1.0, 0, 0]
oct	[0, 0, 1.0]
uvo	[0, 0, 1.0]
feb	[0, 0, 1.0]
polybag	[0, 0, 1.0]
der	[1.0, 0, 0]
uunet	[0, 0.3333333333333333, 0.6666666666666666]
held	[0.5, 0.5, 0]
sumex	[0, 1.0, 0]
caus	[1.0, 0, 0]
stanlei	[0, 0, 1.0]
unknown	[0.6666666666666666, 0.3333333333333333, 0]
start	[0.3, 0.4, 0.3]
repeatedli	[0.5, 0.5, 0]
song	[0, 0, 1.0]
illeg	[0.5, 0, 0.5]
forsal	[0, 0, 1.0]
chao	[0, 1.0, 0]
axiarch	[1.0, 0, 0]
harsh	[1.0, 0, 0]
incid	[0, 0, 1.0]
oxford	[1.0, 0, 0]
speaker	[0, 0.4, 0.6]
grid	[0, 1.0, 0]
immor	[1.0, 0, 0]
easili	[0.6666666666666666, 0.3333333333333333, 0]
whilc	[0, 0, 1.0]
finder	[0, 0, 1.0]
bureaud	[0, 1.0, 0]
screen	[0, 0.875, 0.125]
fewer	[0, 1.0, 0]
idlewild	[0, 0, 1.0]
organiz	[1.0, 0, 0]
kaminski	[0, 0, 1.0]
premier	[0, 1.0, 0]
care	[0.6666666666666666, 0.3333333333333333, 0]
ludwig	[0, 0, 1.0]
demand	[1.0, 0, 0]
haught	[1.0, 0, 0]
truth	[1.0, 0, 0]
unknow	[1.0, 0, 0]
hospit	[1.0, 0, 0]
notch	[0, 0, 1.0]
infinit	[0, 1.0, 0]
situt	[1.0, 0, 0]
nmsu	[0, 1.0, 0]
centri	[0, 1.0, 0]
asymmetri	[0, 0, 1.0]
walter	[0.25, 0.75, 0]
gss	[0, 0, 1.0]
decis	[0.6666666666666666, 0.3333333333333333, 0]
pass	[0.16666666666666666, 0.6666666666666666, 0.16666666666666666]
wingat	[1.0, 0, 0]
girlfriend	[0, 0, 1.0]
messag	[0.3333333333333333, 0, 0.6666666666666666]
intro	[0, 0.3333333333333333, 0.6666666666666666]
sedan	[0, 0, 1.0]
chromin	[0, 1.0, 0]
sens	[0.75, 0.25, 0]
marri	[1.0, 0, 0]
winjp	[0, 1.0, 0]
quotat	[0.5, 0, 0.5]
rpi	[1.0, 0, 0]
minesweep	[0, 0, 1.0]
squad	[1.0, 0, 0]
iou	[0, 1.0, 0]
stupid	[0, 1.0, 0]
antipathi	[1.0, 0, 0]
sell	[0.058823529411764705, 0.058823529411764705, 0.8823529411764706]
pragmat	[1.0, 0, 0]
increas	[0.3333333333333333, 0.6666666666666666, 0]
backdraft	[0, 1.0, 0]
biblic	[1.0, 0, 0]
mimsi	[1.0, 0, 0]
bern	[0, 1.0, 0]
thesauru	[0, 0, 1.0]
inconclus	[1.0, 0, 0]
pat	[0, 0, 1.0]
extra	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
ssb	[0, 0, 1.0]
python	[0, 1.0, 0]
product	[0, 0.75, 0.25]
architectur	[0, 1.0, 0]
unixpc	[0, 0, 1.0]
wildli	[0, 1.0, 0]
preced	[0, 1.0, 0]
write	[0.5172413793103449, 0.3793103448275862, 0.10344827586206896]
sentenc	[1.0, 0, 0]
chic	[0, 1.0, 0]
truck	[0, 0, 1.0]
bronx	[1.0, 0, 0]
ritual	[1.0, 0, 0]
didn	[0.5, 0.16666666666666666, 0.3333333333333333]
focuss	[1.0, 0, 0]
court	[1.0, 0, 0]
review	[0.2, 0.6, 0.2]
implicitli	[0.6666666666666666, 0.3333333333333333, 0]
len	[0, 0, 1.0]
purpos	[0.6666666666666666, 0.3333333333333333, 0]
daric	[1.0, 0, 0]
krieger	[1.0, 0, 0]
colour	[0, 1.0, 0]
declar	[1.0, 0, 0]
albani	[0, 0, 1.0]
imho	[0, 1.0, 0]
meantim	[0, 1.0, 0]
bridg	[0, 1.0, 0]
biennial	[0, 1.0, 0]
unexcept	[1.0, 0, 0]
sdk	[0, 0.5, 0.5]
bustingli	[1.0, 0, 0]
challeng	[0.5, 0, 0.5]
contradict	[1.0, 0, 0]
passag	[1.0, 0, 0]
forgiv	[0.3333333333333333, 0.6666666666666666, 0]
giant	[1.0, 0, 0]
petrossian	[0, 1.0, 0]
hat	[0, 0.5, 0.5]
sweep	[1.0, 0, 0]
profess	[1.0, 0, 0]
sinner	[1.0, 0, 0]
german	[1.0, 0, 0]
artifact	[0, 1.0, 0]
slipperi	[1.0, 0, 0]
columbiasc	[0, 1.0, 0]
unlimit	[0.5, 0, 0.5]
report	[1.0, 0, 0]
tub	[0, 0, 1.0]
selann	[0, 0, 1.0]
silli	[1.0, 0, 0]
sidgwick	[1.0, 0, 0]
racism	[1.0, 0, 0]
share	[0.75, 0.25, 0]
archiv	[0.6666666666666666, 0.3333333333333333, 0]
bwsmith	[0, 0, 1.0]
life	[0.8, 0.1, 0.1]
estim	[1.0, 0, 0]
email	[0.05263157894736842, 0.5263157894736842, 0.42105263157894735]
refer	[0.4, 0.4, 0.2]
ualberta	[0, 1.0, 0]
discret	[0, 1.0, 0]
weak	[1.0, 0, 0]
enlarg	[0, 1.0, 0]
displac	[0, 1.0, 0]
shorter	[0, 1.0, 0]
napa	[0, 0, 1.0]
rtfm	[0, 1.0, 0]
link	[0.6666666666666666, 0, 0.3333333333333333]
includ	[0.13043478260869565, 0.34782608695652173, 0.5217391304347826]
porter	[1.0, 0, 0]
separ	[0.8, 0.2, 0]
yesterdai	[0, 0.5, 0.5]
fsl	[0, 0, 1.0]
mike	[0, 0.5, 0.5]
spector	[0, 0, 1.0]
svga	[0, 0.3333333333333333, 0.6666666666666666]
cardiff	[1.0, 0, 0]
effort	[0.5, 0.5, 0]
enjoi	[0, 1.0, 0]
stranger	[0, 1.0, 0]
repost	[0, 0.3333333333333333, 0.6666666666666666]
confront	[1.0, 0, 0]
ram	[0, 0.125, 0.875]
fuck	[1.0, 0, 0]
roommat	[0, 0, 1.0]
vice	[1.0, 0, 0]
seri	[0.25, 0, 0.75]
cavali	[0, 1.0, 0]
cool	[0, 0.5, 0.5]
extern	[0.3333333333333333, 0, 0.6666666666666666]
meltdown	[0, 0, 1.0]
lc	[0, 1.0, 0]
throw	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
drawback	[0, 1.0, 0]
trustworthi	[1.0, 0, 0]
calcul	[0, 1.0, 0]
drporter	[1.0, 0, 0]
test	[0.1111111111111111, 0.6666666666666666, 0.2222222222222222]
definit	[0.7142857142857143, 0.14285714285714285, 0.14285714285714285]
anymor	[0, 1.0, 0]
cwru	[1.0, 0, 0]
jpege	[0, 1.0, 0]
pursu	[1.0, 0, 0]
defect	[0, 1.0, 0]
pan	[0, 1.0, 0]
writer	[0, 0.25, 0.75]
autom	[0, 0.3333333333333333, 0.6666666666666666]
increment	[0, 0, 1.0]
motion	[0, 0.8, 0.2]
introduct	[0.5, 0, 0.5]
propag	[1.0, 0, 0]
phone	[0, 0.47058823529411764, 0.5294117647058824]
murli	[0, 0, 1.0]
stein	[0.5, 0.5, 0]
simonsom	[0, 0, 1.0]
disquis	[0, 0, 1.0]
serf	[0, 0, 1.0]
danb	[1.0, 0, 0]
deathstalk	[0, 0, 1.0]
provok	[1.0, 0, 0]
histor	[0.5, 0.5, 0]
magazin	[0.2, 0.6, 0.2]
perform	[0.25, 0.75, 0]
match	[0.75, 0.25, 0]
condo	[0, 0, 1.0]
polic	[0, 0, 1.0]
choke	[0, 1.0, 0]
form	[0.2, 0.8, 0]
identifi	[0.25, 0.75, 0]
harbor	[0, 1.0, 0]
thoma	[0.3333333333333333, 0.6666666666666666, 0]
defenseman	[0, 0, 1.0]
contempori	[1.0, 0, 0]
jgreen	[0, 1.0, 0]
specialis	[0, 1.0, 0]
fantast	[0, 0, 1.0]
produc	[0.42857142857142855, 0.5714285714285714, 0]
terminolog	[1.0, 0, 0]
speed	[0, 0.6666666666666666, 0.3333333333333333]
arabia	[1.0, 0, 0]
charg	[1.0, 0, 0]
ceas	[1.0, 0, 0]
tetrahedr	[0, 1.0, 0]
thssgkg	[0, 0, 1.0]
support	[0.36363636363636365, 0.36363636363636365, 0.2727272727272727]
bolson	[0, 1.0, 0]
stick	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
juelin	[0, 1.0, 0]
scientist	[1.0, 0, 0]
encyclopedia	[0, 0, 1.0]
bilingu	[0, 0, 1.0]
krehbiel	[0, 1.0, 0]
christ	[1.0, 0, 0]
won	[0.16666666666666666, 0.3333333333333333, 0.5]
boycott	[1.0, 0, 0]
equidist	[0, 1.0, 0]
taipei	[0, 0, 1.0]
simt	[0, 1.0, 0]
wdat	[0, 0, 1.0]
wheez	[0, 0, 1.0]
dubiou	[0, 1.0, 0]
version	[0.16666666666666666, 0.5, 0.3333333333333333]
star	[0.3333333333333333, 0.16666666666666666, 0.5]
constant	[0, 1.0, 0]
gideon	[0, 0, 1.0]
brother	[1.0, 0, 0]
metal	[0.16666666666666666, 0.16666666666666666, 0.6666666666666666]
wilei	[0, 0, 1.0]
green	[0, 0.25, 0.75]
instanc	[0.5, 0.5, 0]
fallaci	[1.0, 0, 0]
vendor	[0, 0.5, 0.5]
pari	[0, 1.0, 0]
roughli	[0.25, 0.25, 0.5]
prism	[0, 0, 1.0]
subtli	[0, 1.0, 0]
phono	[0, 0, 1.0]
creatur	[1.0, 0, 0]
standalon	[0, 1.0, 0]
seeli	[0, 0, 1.0]
fetch	[0, 1.0, 0]
remo	[0, 0, 1.0]
pervers	[1.0, 0, 0]
indistinguish	[0, 1.0, 0]
dorothi	[0, 0, 1.0]
cynic	[1.0, 0, 0]
torch	[0, 0, 1.0]
illustr	[0.5, 0.5, 0]
french	[0, 1.0, 0]
clean	[0, 0.2, 0.8]
resourc	[0.5, 0.5, 0]
consol	[0.5, 0, 0.5]
omega	[0, 0, 1.0]
princeton	[1.0, 0, 0]
photoshop	[0, 1.0, 0]
vesadrv	[0, 1.0, 0]
talk	[0.6666666666666666, 0.3333333333333333, 0]
seek	[0, 0, 1.0]
pretti	[0.625, 0.375, 0]
pregnant	[1.0, 0, 0]
newman	[1.0, 0, 0]
minut	[0, 1.0, 0]
invok	[0, 1.0, 0]
height	[1.0, 0, 0]
fullmer	[0, 1.0, 0]
zone	[0, 0, 1.0]
quickdraw	[0, 1.0, 0]
papsttum	[1.0, 0, 0]
claw	[0, 0, 1.0]
trim	[1.0, 0, 0]
arromde	[1.0, 0, 0]
campaign	[1.0, 0, 0]
uchicago	[0, 1.0, 0]
diagnost	[0, 0, 1.0]
madison	[0.5, 0, 0.5]
incomplet	[1.0, 0, 0]
true	[0.6363636363636364, 0.36363636363636365, 0]
dominiqu	[0, 1.0, 0]
fineman	[0, 1.0, 0]
motto	[1.0, 0, 0]
sgi	[1.0, 0, 0]
impris	[1.0, 0, 0]
meaningless	[0, 1.0, 0]
flight	[0, 0, 1.0]
oak	[0, 1.0, 0]
elektra	[0, 0, 1.0]
wave	[1.0, 0, 0]
invis	[0.5, 0.5, 0]
shock	[0, 0, 1.0]
pictpixi	[0, 1.0, 0]
regularli	[0, 0.5, 0.5]
mainstream	[1.0, 0, 0]
wide	[0.5, 0.5, 0]
saudi	[1.0, 0, 0]
ega	[0, 1.0, 0]
gld	[0, 0, 1.0]
popul	[1.0, 0, 0]
dual	[0, 0, 1.0]
foil	[0, 0, 1.0]
parcel	[0, 0, 1.0]
usuali	[0, 1.0, 0]
construct	[0.5, 0, 0.5]
retroact	[1.0, 0, 0]
explain	[0.5, 0.5, 0]
view	[0.5, 0.4, 0.1]
willingli	[1.0, 0, 0]
press	[0.16666666666666666, 0.5, 0.3333333333333333]
scandinavian	[0, 0, 1.0]
hei	[0, 0, 1.0]
speech	[0, 0, 1.0]
isn	[0.6, 0.3, 0.1]
assort	[1.0, 0, 0]
dialogu	[1.0, 0, 0]
verifi	[0.5, 0.5, 0]
charli	[1.0, 0, 0]
belief	[1.0, 0, 0]
attatch	[0, 0, 1.0]
pbmplu	[0, 1.0, 0]
volunt	[0, 1.0, 0]
isol	[1.0, 0, 0]
uuencod	[0, 1.0, 0]
noy	[1.0, 0, 0]
rio	[0, 0, 1.0]
mbyte	[0, 1.0, 0]
hsi	[0, 1.0, 0]
doug	[0.5, 0, 0.5]
capril	[0, 0, 1.0]
jack	[0, 0.3333333333333333, 0.6666666666666666]
cobalt	[0, 0, 1.0]
turtl	[0, 0, 1.0]
altern	[0.5, 0.3333333333333333, 0.16666666666666666]
freewar	[0, 1.0, 0]
prime	[0.75, 0, 0.25]
jaredjma	[0, 0, 1.0]
astrolog	[1.0, 0, 0]
math	[0, 1.0, 0]
trip	[0, 0, 1.0]
term	[0.5714285714285714, 0.14285714285714285, 0.2857142857142857]
knaur	[1.0, 0, 0]
dgraham	[1.0, 0, 0]
earli	[0.25, 0.5, 0.25]
anytim	[0, 0, 1.0]
huntsvil	[0, 0, 1.0]
mcgwier	[1.0, 0, 0]
continu	[0.8333333333333334, 0, 0.16666666666666666]
confus	[0.3333333333333333, 0.6666666666666666, 0]
slo	[0, 0, 1.0]
pink	[1.0, 0, 0]
caen	[0, 0.5, 0.5]
uwa	[0, 1.0, 0]
trn	[0, 0, 1.0]
gut	[1.0, 0, 0]
warrant	[1.0, 0, 0]
northern	[0, 0, 1.0]
servic	[0, 0.5714285714285714, 0.42857142857142855]
notori	[1.0, 0, 0]
cubix	[0, 0, 1.0]
kindli	[0, 1.0, 0]
sean	[0, 1.0, 0]
batman	[0.5, 0, 0.5]
creepi	[0, 0, 1.0]
ppmtogif	[0, 1.0, 0]
unicorn	[1.0, 0, 0]
prescrib	[1.0, 0, 0]
pack	[0.25, 0, 0.75]
dither	[0, 1.0, 0]
specul	[1.0, 0, 0]
religi	[1.0, 0, 0]
switzerland	[0, 1.0, 0]
fish	[0.5, 0.5, 0]
florida	[0, 0, 1.0]
boast	[0, 1.0, 0]
font	[0, 0, 1.0]
murphi	[0, 1.0, 0]
background	[1.0, 0, 0]
flow	[0, 0, 1.0]
command	[0, 0, 1.0]
resort	[0.5, 0, 0.5]
reduc	[0.6666666666666666, 0.3333333333333333, 0]
empath	[1.0, 0, 0]
scream	[1.0, 0, 0]
bottl	[0, 0, 1.0]
blender	[1.0, 0, 0]
panason	[0, 0, 1.0]
povrai	[0, 1.0, 0]
